53.83618,-25,3.333975
53.83618,-25,38.06602
53.83618,25,3.333975
53.83618,25,38.06602
49.56382,25,3.333975
49.56382,25,38.06602
49.56382,-25,3.333975
49.56382,-25,38.06602
53.83618,25,3.333975
53.83618,25,38.06602
49.56382,25,3.333975
49.56382,25,38.06602
49.56382,-25,3.333975
53.83618,-25,3.333975
53.83618,-25,38.06602
49.56382,-25,38.06602
53.83618,-25,38.06602
53.83618,25,38.06602
49.56382,25,38.06602
49.56382,-25,38.06602
49.56382,-25,3.333975
49.56382,25,3.333975
53.83618,25,3.333975
53.83618,-25,3.333975
