112.266,-25,32.13618
77.53398,-25,32.13618
112.266,25,32.13618
77.53398,25,32.13618
112.266,25,27.86382
77.53398,25,27.86382
112.266,-25,27.86382
77.53398,-25,27.86382
112.266,25,32.13618
77.53398,25,32.13618
112.266,25,27.86382
77.53398,25,27.86382
112.266,-25,27.86382
112.266,-25,32.13618
77.53398,-25,32.13618
77.53398,-25,27.86382
77.53398,-25,32.13618
77.53398,25,32.13618
77.53398,25,27.86382
77.53398,-25,27.86382
112.266,-25,27.86382
112.266,25,27.86382
112.266,25,32.13618
112.266,-25,32.13618
