111.1751,-19.25475,-25.25474
84.42487,-19.25475,-25.25474
111.1751,19.25475,-25.25474
84.42487,19.25475,-25.25474
111.1751,19.25475,-28.54526
84.42487,19.25475,-28.54526
111.1751,-19.25475,-28.54526
84.42487,-19.25475,-28.54526
111.1751,19.25475,-25.25474
84.42487,19.25475,-25.25474
111.1751,19.25475,-28.54526
84.42487,19.25475,-28.54526
111.1751,-19.25475,-28.54526
111.1751,-19.25475,-25.25474
84.42487,-19.25475,-25.25474
84.42487,-19.25475,-28.54526
84.42487,-19.25475,-25.25474
84.42487,19.25475,-25.25474
84.42487,19.25475,-28.54526
84.42487,-19.25475,-28.54526
111.1751,-19.25475,-28.54526
111.1751,19.25475,-28.54526
111.1751,19.25475,-25.25474
111.1751,-19.25475,-25.25474
