66.74463,-14.17225,-1.189021
47.05537,-14.17225,-1.189021
66.74463,14.17225,-1.189021
47.05537,14.17225,-1.189021
66.74463,14.17225,-3.610979
47.05537,14.17225,-3.610979
66.74463,-14.17225,-3.610979
47.05537,-14.17225,-3.610979
66.74463,14.17225,-1.189021
47.05537,14.17225,-1.189021
66.74463,14.17225,-3.610979
47.05537,14.17225,-3.610979
66.74463,-14.17225,-3.610979
66.74463,-14.17225,-1.189021
47.05537,-14.17225,-1.189021
47.05537,-14.17225,-3.610979
47.05537,-14.17225,-1.189021
47.05537,14.17225,-1.189021
47.05537,14.17225,-3.610979
47.05537,-14.17225,-3.610979
66.74463,-14.17225,-3.610979
66.74463,14.17225,-3.610979
66.74463,14.17225,-1.189021
66.74463,-14.17225,-1.189021
