58.11098,-14.17225,-12.24463
58.11098,-14.17225,7.444629
58.11098,14.17225,-12.24463
58.11098,14.17225,7.444629
55.68902,14.17225,-12.24463
55.68902,14.17225,7.444629
55.68902,-14.17225,-12.24463
55.68902,-14.17225,7.444629
58.11098,14.17225,-12.24463
58.11098,14.17225,7.444629
55.68902,14.17225,-12.24463
55.68902,14.17225,7.444629
55.68902,-14.17225,-12.24463
58.11098,-14.17225,-12.24463
58.11098,-14.17225,7.444629
55.68902,-14.17225,7.444629
58.11098,-14.17225,7.444629
58.11098,14.17225,7.444629
55.68902,14.17225,7.444629
55.68902,-14.17225,7.444629
55.68902,-14.17225,-12.24463
55.68902,14.17225,-12.24463
58.11098,14.17225,-12.24463
58.11098,-14.17225,-12.24463
