165.2362,-25,-37.36603
165.2362,-25,-2.633968
165.2362,25,-37.36603
165.2362,25,-2.633968
160.9639,25,-37.36603
160.9639,25,-2.633968
160.9639,-25,-37.36603
160.9639,-25,-2.633968
165.2362,25,-37.36603
165.2362,25,-2.633968
160.9639,25,-37.36603
160.9639,25,-2.633968
160.9639,-25,-37.36603
165.2362,-25,-37.36603
165.2362,-25,-2.633968
160.9639,-25,-2.633968
165.2362,-25,-2.633968
165.2362,25,-2.633968
160.9639,25,-2.633968
160.9639,-25,-2.633968
160.9639,-25,-37.36603
160.9639,25,-37.36603
165.2362,25,-37.36603
165.2362,-25,-37.36603
