99.42585,-19.25475,-40.27514
99.42586,-19.25475,-13.52486
99.42585,19.25475,-40.27514
99.42586,19.25475,-13.52486
96.17415,19.25475,-40.27514
96.17416,19.25475,-13.52486
96.17415,-19.25475,-40.27514
96.17416,-19.25475,-13.52486
99.42585,19.25475,-40.27514
99.42586,19.25475,-13.52486
96.17415,19.25475,-40.27514
96.17416,19.25475,-13.52486
96.17415,-19.25475,-40.27514
99.42585,-19.25475,-40.27514
99.42586,-19.25475,-13.52486
96.17416,-19.25475,-13.52486
99.42586,-19.25475,-13.52486
99.42586,19.25475,-13.52486
96.17416,19.25475,-13.52486
96.17416,-19.25475,-13.52486
96.17415,-19.25475,-40.27514
96.17415,19.25475,-40.27514
99.42585,19.25475,-40.27514
99.42585,-19.25475,-40.27514
