97.03618,-25,12.63397
97.03619,-25,47.36603
97.03618,25,12.63397
97.03619,25,47.36603
92.76382,25,12.63397
92.76382,25,47.36603
92.76382,-25,12.63397
92.76382,-25,47.36603
97.03618,25,12.63397
97.03619,25,47.36603
92.76382,25,12.63397
92.76382,25,47.36603
92.76382,-25,12.63397
97.03618,-25,12.63397
97.03619,-25,47.36603
92.76382,-25,47.36603
97.03619,-25,47.36603
97.03619,25,47.36603
92.76382,25,47.36603
92.76382,-25,47.36603
92.76382,-25,12.63397
92.76382,25,12.63397
97.03618,25,12.63397
97.03618,-25,12.63397
