x轴坐标,y轴坐标,z轴坐标,x轴速度,y轴速度,z轴速度,x轴理想位置坐标,y轴理想位置坐标,z轴理想位置坐标
0,-6.103516E-05,-14.99925,0,9.185791E-05,0.15,0,0,-15
0.02499962,-9.155273E-05,-14.99776,5,0.0002066803,0.1852495,0.6,0,-15
0.3698387,-0.0001068115,-14.98479,7.974751,0.0003444671,0.2177088,4.129353,0,-15
0.6051588,-0.0001373291,-14.98022,19.20603,0.0004592895,0.214487,5.137881,0,-15
0.8740206,-0.0001602173,-14.97655,25.59201,0.0006315231,0.2267663,4.445409,-2.090944E-05,-15
1.310247,-0.0001754761,-14.97154,27.35336,0.0007410284,0.2383308,3.605127,-4.60424E-05,-15
1.733285,-0.0001907349,-14.96709,27.44582,0.0008164399,0.2431172,2.92068,-7.300111E-05,-15
2.200329,-0.000213623,-14.96241,27.08702,0.0008790067,0.2458138,2.243097,-0.0001143313,-15
2.597075,-0.0002288818,-14.9585,25.78469,0.0009126867,0.2444486,2.785224,-0.0001142068,-15
2.980934,-0.0002441406,-14.95483,27.49344,0.001033992,0.2418799,3.278625,-0.0001140934,-15
3.353799,-0.0002593994,-14.95142,29.20284,0.00116684,0.2371008,3.729573,-0.0001139899,-15
3.847309,-0.0002746582,-14.94716,30.89918,0.001311225,0.2303641,4.291896,-0.0001138607,-15
4.45466,-0.000289917,-14.94226,32.62413,0.001467247,0.2184718,4.944901,-0.0001137107,-15
5.0298,-0.0002975464,-14.93799,34.32884,0.001634911,0.2014642,5.529606,-0.0001135764,-15
5.61381,-0.0003051758,-14.93404,35.95833,0.001791158,0.1826538,6.113628,-0.0001134422,-15
6.076203,-0.0003128052,-14.93126,36.44263,0.001903667,0.1540384,6.57603,-0.000113336,-15
6.674248,-0.0003128052,-14.92811,36.43818,0.00199661,0.1238192,7.174083,-0.0001131987,-15
7.162067,-0.0003204346,-14.92593,36.43235,0.002068711,0.0916274,7.661907,-0.0001130866,-15
7.836124,-0.0003128052,-14.92345,36.4276,0.00216022,0.06126432,8.335968,-0.0001129318,-15
8.45201,-0.0003128052,-14.9217,36.42097,0.002208047,0.02968495,8.951856,-0.0001127903,-15
9.012052,-0.0003204346,-14.92057,36.41489,0.002269973,-0.0002695769,9.511899,-0.0001126617,-15
9.601662,-0.0003128052,-14.91985,36.40936,0.002351884,-0.02833837,10.10151,-0.0001125263,-15
10.19603,-0.0003128052,-14.9196,36.40351,0.002390535,-0.05472019,10.69588,-0.0001123897,-15
10.85987,-0.0003051758,-14.91982,36.39758,0.002443781,-0.07898472,11.35971,-0.0001122373,-15
11.51426,-0.000289917,-14.92049,36.39095,0.002471619,-0.1008379,12.01411,-0.000112087,-15
11.96437,-0.000289917,-14.92124,36.38439,0.002468696,-0.1200235,12.46422,-0.0001119836,-15
12.52196,-0.0002822876,-14.92252,36.37986,0.002498716,-0.1374072,13.02182,-0.0001118555,-15
13.02551,-0.000289917,-14.92394,36.37426,0.002504488,-0.151699,13.52537,-0.0001117398,-15
13.75513,-0.0002822876,-14.92636,36.36919,0.002549449,-0.1637097,14.25499,-0.0001115722,-15
14.43737,-0.0002670288,-14.92889,36.36186,0.002553159,-0.1708971,14.93723,-0.0001114155,-15
14.99217,-0.0002593994,-14.93113,36.35501,0.002527339,-0.175289,15.49203,-0.0001112881,-15
15.57967,-0.00025177,-14.93365,36.34944,0.002512726,-0.1781681,16.07955,-0.0001111532,-15
16.08355,-0.0002441406,-14.9359,36.34355,0.002492464,-0.1781223,16.58343,-0.0001110374,-15
16.6424,-0.0002365112,-14.93845,36.3385,0.002466769,-0.1767085,17.14229,-0.0001109091,-15
17.13642,-0.0002441406,-14.94074,36.33291,0.002435978,-0.1725039,17.63631,-0.0001107956,-15
17.83721,-0.0002288818,-14.94398,36.32798,0.002446212,-0.1671074,18.33711,-0.0001106346,-15
18.44241,-0.0002212524,-14.94672,36.32099,0.002393964,-0.1571579,18.94231,-0.0001104956,-15
18.90694,-0.0002288818,-14.94877,36.31497,0.002354276,-0.1463841,19.40685,-0.0001103889,-15
19.62618,-0.0002212524,-14.9518,36.31036,0.002356019,-0.1358914,20.1261,-0.0001102237,-15
20.10998,-0.0002212524,-14.95371,36.30322,0.002318689,-0.1211961,20.60989,-0.0001101126,-15
20.68315,-0.000213623,-14.95582,36.29842,0.002299679,-0.1079738,21.18307,-0.0001099809,-15
21.29435,-0.0002059937,-14.95787,36.29273,0.002258884,-0.09318462,21.79427,-0.0001098405,-15
21.88658,-0.0002059937,-14.95966,36.28666,0.002213752,-0.07747672,22.3865,-0.0001097045,-15
22.42506,-0.0002059937,-14.96107,36.28078,0.002187433,-0.06158443,22.92499,-0.0001095808,-15
23.03346,-0.0001983643,-14.96244,36.27543,0.002162592,-0.0460452,23.53339,-0.0001094411,-15
23.61217,-0.0001907349,-14.9635,36.26938,0.002116256,-0.03021526,24.1121,-0.0001093081,-15
24.09895,-0.0001907349,-14.9642,36.26362,0.002065813,-0.01491238,24.59888,-0.0001091963,-15
24.81491,-0.0001831055,-14.96493,36.25877,0.002034375,-0.0005566627,25.31484,-0.0001090319,-15
25.457,-0.0001754761,-14.96532,36.25163,0.001981854,0.01380076,25.95693,-0.0001088844,-15
25.91365,-0.0001831055,-14.96543,36.24522,0.00192553,0.02706809,26.41359,-0.0001087795,-15
26.48303,-0.0001831055,-14.96535,36.24066,0.001911415,0.03914835,26.98297,-0.0001086487,-15
